id_assinatura,id_cliente,id_plano,data_inicio,data_fim,status,motivo_cancelamento,churn_flag
A01390,C01390,P1,2022-03-07,2024-06-12,Cancelada,Concorrência,1
A01391,C01391,P2,2020-08-05,,Ativa,,0
A01392,C01392,P2,2021-02-09,,Ativa,,0
A01393,C01393,P3,2022-09-01,2024-11-04,Cancelada,Preço,1
A01394,C01394,P4,2022-07-12,,Ativa,,0
A01395,C01395,P2,2022-01-06,,Ativa,,0
A01396,C01396,P2,2021-12-01,,Ativa,,0
A01397,C01397,P2,2021-08-22,,Ativa,,0
A01398,C01398,P1,2021-01-07,2024-07-01,Cancelada,Preço,1
A01399,C01399,P4,2022-08-14,,Ativa,,0
A01400,C01400,P1,2020-12-18,,Ativa,,0
A01401,C01401,P1,2020-09-16,,Ativa,,0
A01402,C01402,P2,2022-05-11,,Ativa,,0
A01403,C01403,P1,2020-11-21,2023-06-27,Cancelada,Insatisfação,1
A01404,C01404,P1,2020-12-17,2023-09-04,Cancelada,Insatisfação,1
A01405,C01405,P3,2021-11-01,2023-05-16,Cancelada,Insatisfação,1
A01406,C01406,P1,2021-03-31,2024-12-25,Cancelada,Preço,1
A01407,C01407,P4,2022-04-19,,Ativa,,0
A01408,C01408,P2,2022-09-14,2025-02-01,Cancelada,Atendimento,1
A01409,C01409,P2,2021-11-04,2025-04-13,Cancelada,Insatisfação,1
A01410,C01410,P3,2022-06-02,2025-06-16,Cancelada,Preço,1
A01411,C01411,P1,2021-01-30,,Ativa,,0
A01412,C01412,P1,2021-09-26,,Ativa,,0
A01413,C01413,P3,2021-07-06,2023-10-24,Cancelada,Insatisfação,1
A01414,C01414,P1,2021-01-11,2025-03-23,Cancelada,Insatisfação,1
A01415,C01415,P2,2020-11-17,2025-07-24,Cancelada,Preço,1
A01416,C01416,P3,2020-12-30,,Ativa,,0
A01417,C01417,P1,2022-06-02,2025-03-29,Cancelada,Insatisfação,1
A01418,C01418,P2,2021-06-06,,Ativa,,0
A01419,C01419,P3,2021-09-17,,Ativa,,0
A01420,C01420,P3,2021-04-29,,Ativa,,0
A01421,C01421,P2,2021-11-06,,Ativa,,0
A01422,C01422,P1,2020-07-29,,Ativa,,0
A01423,C01423,P1,2021-05-29,2023-08-10,Cancelada,Atendimento,1
A01424,C01424,P4,2022-02-22,,Ativa,,0
A01425,C01425,P1,2022-05-04,,Ativa,,0
A01426,C01426,P2,2022-04-16,,Ativa,,0
A01427,C01427,P3,2021-04-09,,Ativa,,0
A01428,C01428,P2,2022-06-30,,Ativa,,0
A01429,C01429,P1,2021-01-25,,Ativa,,0
A01430,C01430,P1,2022-02-07,,Ativa,,0
A01431,C01431,P2,2021-12-07,,Ativa,,0
A01432,C01432,P1,2021-05-31,,Ativa,,0
A01433,C01433,P1,2021-04-27,,Ativa,,0
A01434,C01434,P1,2022-01-09,2024-03-22,Cancelada,Atendimento,1
A01435,C01435,P2,2021-10-15,2024-11-15,Cancelada,Atendimento,1
A01436,C01436,P3,2020-10-12,,Ativa,,0
A01437,C01437,P2,2021-10-08,2023-06-25,Cancelada,Preço,1
A01438,C01438,P2,2022-11-09,,Ativa,,0
A01439,C01439,P2,2022-11-09,2025-07-19,Cancelada,Concorrência,1
A01440,C01440,P1,2021-08-06,,Ativa,,0
A01441,C01441,P1,2021-08-19,2023-10-17,Cancelada,Atendimento,1
A01442,C01442,P4,2020-07-28,,Ativa,,0
A01443,C01443,P1,2021-06-18,,Ativa,,0
A01444,C01444,P3,2021-02-08,,Ativa,,0
A01445,C01445,P1,2021-11-25,2024-07-05,Cancelada,Preço,1
A01446,C01446,P1,2020-10-22,,Ativa,,0
A01447,C01447,P1,2022-05-01,,Ativa,,0
A01448,C01448,P3,2022-02-03,,Ativa,,0
A01449,C01449,P2,2022-07-04,,Ativa,,0
A01450,C01450,P3,2021-02-21,,Ativa,,0
A01451,C01451,P3,2022-07-05,,Ativa,,0
A01452,C01452,P1,2022-11-20,,Ativa,,0
A01453,C01453,P2,2021-12-15,,Ativa,,0
A01454,C01454,P1,2021-07-27,,Ativa,,0
A01455,C01455,P1,2022-01-20,,Ativa,,0
A01456,C01456,P3,2021-04-28,2023-08-12,Cancelada,Preço,1
A01457,C01457,P1,2021-12-30,,Ativa,,0
A01458,C01458,P2,2021-05-01,2024-05-02,Cancelada,Preço,1
A01459,C01459,P2,2022-04-13,,Ativa,,0
A01460,C01460,P1,2022-07-20,,Ativa,,0
A01461,C01461,P3,2021-08-14,,Ativa,,0
A01462,C01462,P2,2021-08-02,,Ativa,,0
A01463,C01463,P1,2021-04-16,2025-08-04,Cancelada,Atendimento,1
A01464,C01464,P1,2022-12-02,2024-09-24,Cancelada,Preço,1
A01465,C01465,P1,2021-06-24,,Ativa,,0
A01466,C01466,P1,2022-08-10,,Ativa,,0
A01467,C01467,P1,2020-10-15,2025-08-23,Cancelada,Preço,1
A01468,C01468,P2,2020-10-12,,Ativa,,0
A01469,C01469,P2,2020-12-31,,Ativa,,0
A01470,C01470,P1,2021-03-18,,Ativa,,0
A01471,C01471,P3,2022-04-12,2024-08-06,Cancelada,Preço,1
A01472,C01472,P1,2021-08-29,,Ativa,,0
A01473,C01473,P4,2021-10-10,,Ativa,,0
A01474,C01474,P3,2020-08-02,2024-12-29,Cancelada,Concorrência,1
A01475,C01475,P2,2020-09-07,2024-05-30,Cancelada,Atendimento,1
A01476,C01476,P1,2021-08-08,,Ativa,,0
A01477,C01477,P4,2021-11-13,2023-12-13,Cancelada,Preço,1
A01478,C01478,P1,2020-10-26,2024-06-08,Cancelada,Preço,1
A01479,C01479,P3,2022-01-30,,Ativa,,0
A01480,C01480,P2,2020-08-18,,Ativa,,0
A01481,C01481,P2,2021-11-28,2024-01-19,Cancelada,Concorrência,1
A01482,C01482,P1,2022-03-16,2024-11-26,Cancelada,Insatisfação,1
A01483,C01483,P3,2020-08-03,2024-01-27,Cancelada,Insatisfação,1
A01484,C01484,P2,2020-09-14,2025-03-23,Cancelada,Atendimento,1
A01485,C01485,P3,2022-08-30,,Ativa,,0
A01486,C01486,P1,2020-10-24,2024-08-31,Cancelada,Concorrência,1
A01487,C01487,P3,2021-02-04,,Ativa,,0
A01488,C01488,P2,2022-11-11,,Ativa,,0
A01489,C01489,P1,2022-01-06,,Ativa,,0
A01490,C01490,P3,2020-10-05,,Ativa,,0
A01491,C01491,P3,2022-01-21,,Ativa,,0
A01492,C01492,P1,2022-01-01,2025-05-18,Cancelada,Mudança de necessidade,1
A01493,C01493,P2,2022-04-08,2023-08-19,Cancelada,Atendimento,1
A01494,C01494,P4,2021-11-08,,Ativa,,0
A01495,C01495,P1,2022-08-29,,Ativa,,0
A01496,C01496,P3,2021-12-01,2023-07-28,Cancelada,Preço,1
A01497,C01497,P1,2021-06-30,2023-05-04,Cancelada,Concorrência,1
A01498,C01498,P2,2020-07-29,2023-09-16,Cancelada,Preço,1
A01499,C01499,P3,2021-08-07,,Ativa,,0
A01500,C01500,P3,2022-06-26,2023-08-11,Cancelada,Insatisfação,1
A01501,C01501,P1,2021-11-17,2025-01-06,Cancelada,Insatisfação,1
A01502,C01502,P4,2021-11-24,2025-06-29,Cancelada,Atendimento,1
A01503,C01503,P2,2021-03-06,,Ativa,,0
A01504,C01504,P2,2022-10-16,,Ativa,,0
A01505,C01505,P1,2022-04-18,2025-04-05,Cancelada,Insatisfação,1
A01506,C01506,P2,2022-07-18,,Ativa,,0
A01507,C01507,P1,2021-01-29,,Ativa,,0
A01508,C01508,P3,2021-06-23,,Ativa,,0
A01509,C01509,P3,2021-03-13,2023-03-28,Cancelada,Preço,1
A01510,C01510,P1,2021-06-18,,Ativa,,0
A01511,C01511,P1,2021-11-14,,Ativa,,0
A01512,C01512,P3,2022-11-18,,Ativa,,0
A01513,C01513,P1,2021-07-28,,Ativa,,0
A01514,C01514,P4,2022-08-04,,Ativa,,0
A01515,C01515,P1,2020-08-28,,Ativa,,0
A01516,C01516,P1,2021-09-22,,Ativa,,0
A01517,C01517,P3,2021-05-18,,Ativa,,0
A01518,C01518,P2,2022-05-30,2023-08-20,Cancelada,Insatisfação,1
A01519,C01519,P1,2021-06-12,,Ativa,,0
A01520,C01520,P3,2022-06-15,,Ativa,,0
A01521,C01521,P3,2020-07-22,,Ativa,,0
A01522,C01522,P1,2022-02-02,2024-10-12,Cancelada,Atendimento,1
A01523,C01523,P1,2022-12-02,,Ativa,,0
A01524,C01524,P3,2022-07-12,,Ativa,,0
A01525,C01525,P1,2021-10-28,,Ativa,,0
A01526,C01526,P4,2020-11-19,,Ativa,,0
A01527,C01527,P3,2021-02-18,,Ativa,,0
A01528,C01528,P2,2021-05-27,2023-04-25,Cancelada,Concorrência,1
A01529,C01529,P4,2021-11-07,2023-11-21,Cancelada,Concorrência,1
A01530,C01530,P3,2022-04-16,,Ativa,,0
A01531,C01531,P3,2020-07-15,,Ativa,,0
A01532,C01532,P1,2021-02-15,2025-02-19,Cancelada,Concorrência,1
A01533,C01533,P1,2020-12-02,,Ativa,,0
A01534,C01534,P2,2021-05-07,2024-03-10,Cancelada,Insatisfação,1
A01535,C01535,P2,2021-03-26,2024-10-15,Cancelada,Concorrência,1
A01536,C01536,P1,2021-09-27,,Ativa,,0
A01537,C01537,P2,2022-10-25,,Ativa,,0
A01538,C01538,P1,2021-10-06,,Ativa,,0
A01539,C01539,P2,2022-03-23,,Ativa,,0
A01540,C01540,P4,2021-05-10,,Ativa,,0
A01541,C01541,P1,2022-09-02,2023-07-20,Cancelada,Atendimento,1
A01542,C01542,P1,2022-01-16,,Ativa,,0
A01543,C01543,P3,2021-12-08,,Ativa,,0
A01544,C01544,P1,2020-12-15,2025-08-20,Cancelada,Concorrência,1
A01545,C01545,P2,2022-05-13,,Ativa,,0
A01546,C01546,P1,2021-11-03,,Ativa,,0
A01547,C01547,P1,2022-03-26,2024-07-16,Cancelada,Insatisfação,1
A01548,C01548,P1,2021-09-08,,Ativa,,0
A01549,C01549,P3,2020-07-27,,Ativa,,0
A01550,C01550,P1,2021-11-01,,Ativa,,0
A01551,C01551,P1,2022-01-09,,Ativa,,0
A01552,C01552,P3,2022-07-24,,Ativa,,0
A01553,C01553,P3,2022-04-13,,Ativa,,0
A01554,C01554,P2,2021-04-06,,Ativa,,0
A01555,C01555,P2,2021-12-12,2023-03-15,Cancelada,Insatisfação,1
A01556,C01556,P3,2020-12-02,,Ativa,,0
A01557,C01557,P1,2022-01-19,,Ativa,,0
A01558,C01558,P2,2022-01-14,,Ativa,,0
A01559,C01559,P3,2021-03-14,,Ativa,,0
A01560,C01560,P1,2020-07-30,,Ativa,,0
A01561,C01561,P1,2021-10-15,,Ativa,,0
A01562,C01562,P1,2022-06-04,2024-05-01,Cancelada,Insatisfação,1
A01563,C01563,P1,2021-02-08,,Ativa,,0
A01564,C01564,P1,2021-01-02,,Ativa,,0
A01565,C01565,P1,2022-11-04,,Ativa,,0
A01566,C01566,P1,2021-12-14,,Ativa,,0
A01567,C01567,P2,2021-07-01,,Ativa,,0
A01568,C01568,P3,2022-02-07,,Ativa,,0
A01569,C01569,P4,2022-05-19,2025-06-20,Cancelada,Preço,1
A01570,C01570,P4,2022-08-05,,Ativa,,0
A01571,C01571,P4,2022-05-24,,Ativa,,0
A01572,C01572,P4,2020-07-17,,Ativa,,0
A01573,C01573,P2,2021-06-16,,Ativa,,0
A01574,C01574,P2,2021-10-15,,Ativa,,0
A01575,C01575,P1,2021-03-18,2024-12-23,Cancelada,Insatisfação,1
A01576,C01576,P2,2022-01-22,2025-08-25,Cancelada,Insatisfação,1
A01577,C01577,P2,2022-01-26,,Ativa,,0
A01578,C01578,P3,2020-07-16,,Ativa,,0
A01579,C01579,P1,2022-04-20,,Ativa,,0
A01580,C01580,P2,2020-12-27,2024-05-25,Cancelada,Atendimento,1
A01581,C01581,P4,2022-06-04,,Ativa,,0
A01582,C01582,P1,2021-01-05,2025-02-10,Cancelada,Insatisfação,1
A01583,C01583,P1,2021-11-11,,Ativa,,0
A01584,C01584,P1,2022-07-24,2023-11-20,Cancelada,Insatisfação,1
A01585,C01585,P3,2022-05-29,,Ativa,,0
A01586,C01586,P3,2022-02-14,,Ativa,,0
A01587,C01587,P3,2022-09-05,,Ativa,,0
A01588,C01588,P2,2022-05-28,2023-08-30,Cancelada,Concorrência,1
A01589,C01589,P3,2021-03-31,,Ativa,,0
A01590,C01590,P3,2021-12-18,,Ativa,,0
A01591,C01591,P1,2022-06-29,,Ativa,,0
A01592,C01592,P1,2022-09-22,2024-06-16,Cancelada,Preço,1
A01593,C01593,P2,2022-10-05,,Ativa,,0
A01594,C01594,P3,2022-07-09,2024-06-07,Cancelada,Insatisfação,1
A01595,C01595,P3,2022-08-02,,Ativa,,0
A01596,C01596,P3,2022-02-16,,Ativa,,0
A01597,C01597,P2,2021-02-19,,Ativa,,0
A01598,C01598,P3,2021-10-31,,Ativa,,0
A01599,C01599,P1,2021-08-19,2024-06-20,Cancelada,Atendimento,1
A01600,C01600,P2,2021-08-18,,Ativa,,0
A01601,C01601,P1,2022-07-19,2023-11-13,Cancelada,Insatisfação,1
A01602,C01602,P4,2021-08-15,,Ativa,,0
A01603,C01603,P1,2021-05-26,2024-07-20,Cancelada,Insatisfação,1
A01604,C01604,P1,2021-06-21,,Ativa,,0
A01605,C01605,P1,2022-02-26,,Ativa,,0
A01606,C01606,P1,2020-10-13,,Ativa,,0
A01607,C01607,P2,2021-01-09,,Ativa,,0
A01608,C01608,P3,2022-05-09,,Ativa,,0
A01609,C01609,P4,2020-08-06,,Ativa,,0
A01610,C01610,P1,2022-06-18,,Ativa,,0
A01611,C01611,P2,2020-12-16,,Ativa,,0
A01612,C01612,P1,2021-11-09,,Ativa,,0
A01613,C01613,P3,2021-04-13,,Ativa,,0
A01614,C01614,P4,2021-11-19,,Ativa,,0
A01615,C01615,P4,2020-09-14,,Ativa,,0
A01616,C01616,P4,2021-10-01,,Ativa,,0
A01617,C01617,P4,2021-07-19,2024-09-01,Cancelada,Concorrência,1
A01618,C01618,P1,2020-10-26,2023-03-16,Cancelada,Insatisfação,1
A01619,C01619,P4,2022-11-22,,Ativa,,0
A01620,C01620,P1,2021-12-24,2023-03-05,Cancelada,Atendimento,1
A01621,C01621,P1,2020-11-26,2025-02-14,Cancelada,Insatisfação,1
A01622,C01622,P4,2021-06-29,2023-12-06,Cancelada,Concorrência,1
A01623,C01623,P1,2022-06-28,,Ativa,,0
A01624,C01624,P1,2022-09-21,2024-01-21,Cancelada,Insatisfação,1
A01625,C01625,P1,2021-03-15,,Ativa,,0
A01626,C01626,P4,2022-11-29,,Ativa,,0
A01627,C01627,P2,2021-08-02,2024-06-23,Cancelada,Concorrência,1
A01628,C01628,P3,2022-05-27,,Ativa,,0
A01629,C01629,P3,2022-05-23,,Ativa,,0
A01630,C01630,P1,2021-03-27,,Ativa,,0
A01631,C01631,P3,2021-06-07,2025-05-04,Cancelada,Preço,1
A01632,C01632,P1,2020-10-20,,Ativa,,0
A01633,C01633,P3,2022-01-10,,Ativa,,0
A01634,C01634,P1,2021-12-01,2025-08-06,Cancelada,Preço,1
A01635,C01635,P4,2022-04-13,,Ativa,,0
A01636,C01636,P3,2021-08-15,,Ativa,,0
A01637,C01637,P1,2020-09-16,2024-05-19,Cancelada,Mudança de necessidade,1
A01638,C01638,P1,2022-07-01,,Ativa,,0
A01639,C01639,P1,2022-05-14,2023-05-29,Cancelada,Preço,1
A01640,C01640,P3,2020-11-21,,Ativa,,0
A01641,C01641,P2,2022-08-16,,Ativa,,0
A01642,C01642,P1,2021-07-18,2024-11-20,Cancelada,Atendimento,1
A01643,C01643,P2,2021-03-16,,Ativa,,0
A01644,C01644,P1,2021-08-05,,Ativa,,0
A01645,C01645,P4,2022-01-16,,Ativa,,0
A01646,C01646,P2,2022-04-12,2024-07-26,Cancelada,Insatisfação,1
A01647,C01647,P2,2022-01-16,,Ativa,,0
A01648,C01648,P1,2022-09-25,,Ativa,,0
A01649,C01649,P1,2021-08-04,,Ativa,,0
A01650,C01650,P2,2021-07-24,,Ativa,,0
A01651,C01651,P2,2021-03-23,,Ativa,,0
A01652,C01652,P2,2022-01-31,2024-06-08,Cancelada,Preço,1
A01653,C01653,P2,2022-09-13,,Ativa,,0
A01654,C01654,P1,2022-08-14,,Ativa,,0
A01655,C01655,P1,2022-01-06,2024-09-10,Cancelada,Insatisfação,1
A01656,C01656,P1,2022-11-06,,Ativa,,0
A01657,C01657,P3,2022-01-05,2023-08-07,Cancelada,Preço,1
A01658,C01658,P3,2022-07-12,2024-04-13,Cancelada,Insatisfação,1
A01659,C01659,P1,2021-12-21,2023-05-03,Cancelada,Insatisfação,1
A01660,C01660,P2,2020-12-21,,Ativa,,0
A01661,C01661,P1,2022-04-14,,Ativa,,0
A01662,C01662,P2,2022-04-22,,Ativa,,0
A01663,C01663,P1,2022-11-13,,Ativa,,0
A01664,C01664,P1,2021-07-17,2023-07-19,Cancelada,Insatisfação,1
A01665,C01665,P2,2021-10-22,,Ativa,,0
A01666,C01666,P2,2020-10-21,2025-05-25,Cancelada,Preço,1
A01667,C01667,P1,2021-08-27,,Ativa,,0
A01668,C01668,P1,2020-11-02,2024-04-15,Cancelada,Atendimento,1
A01669,C01669,P2,2020-08-17,2025-03-07,Cancelada,Preço,1
A01670,C01670,P3,2022-11-20,,Ativa,,0
A01671,C01671,P3,2021-08-21,,Ativa,,0
A01672,C01672,P2,2022-09-14,,Ativa,,0
A01673,C01673,P3,2022-12-02,,Ativa,,0
A01674,C01674,P1,2020-11-03,,Ativa,,0
A01675,C01675,P1,2022-01-27,2025-02-23,Cancelada,Atendimento,1
A01676,C01676,P2,2022-06-07,2025-04-14,Cancelada,Insatisfação,1
A01677,C01677,P3,2022-02-26,2023-11-20,Cancelada,Preço,1
A01678,C01678,P2,2022-11-02,,Ativa,,0
A01679,C01679,P4,2022-10-18,,Ativa,,0
A01680,C01680,P1,2022-04-06,,Ativa,,0
A01681,C01681,P3,2021-05-09,,Ativa,,0
A01682,C01682,P1,2022-06-18,,Ativa,,0
A01683,C01683,P3,2021-10-12,,Ativa,,0
A01684,C01684,P3,2021-01-10,,Ativa,,0
A01685,C01685,P1,2021-12-27,,Ativa,,0
A01686,C01686,P1,2021-03-29,2024-05-23,Cancelada,Mudança de necessidade,1
A01687,C01687,P2,2020-08-10,,Ativa,,0
A01688,C01688,P2,2021-05-18,,Ativa,,0
A01689,C01689,P1,2021-05-20,2023-03-29,Cancelada,Preço,1
A01690,C01690,P1,2022-04-15,,Ativa,,0
A01691,C01691,P3,2020-09-04,,Ativa,,0
A01692,C01692,P1,2021-05-27,2024-02-14,Cancelada,Preço,1
A01693,C01693,P1,2022-09-25,,Ativa,,0
A01694,C01694,P2,2021-10-31,,Ativa,,0
A01695,C01695,P2,2021-04-04,,Ativa,,0
A01696,C01696,P1,2020-10-23,,Ativa,,0
A01697,C01697,P1,2022-11-05,,Ativa,,0
A01698,C01698,P2,2021-08-24,2025-08-04,Cancelada,Insatisfação,1
A01699,C01699,P1,2022-04-25,,Ativa,,0
A01700,C01700,P2,2021-07-06,2023-05-17,Cancelada,Insatisfação,1
A01701,C01701,P4,2022-03-18,,Ativa,,0
A01702,C01702,P2,2021-12-28,2024-08-11,Cancelada,Insatisfação,1
A01703,C01703,P2,2021-11-01,2023-04-05,Cancelada,Concorrência,1
A01704,C01704,P3,2020-08-27,,Ativa,,0
A01705,C01705,P4,2022-11-08,,Ativa,,0
A01706,C01706,P2,2021-09-30,,Ativa,,0
A01707,C01707,P1,2022-03-08,,Ativa,,0
A01708,C01708,P3,2022-05-25,,Ativa,,0
A01709,C01709,P1,2020-09-15,2024-04-01,Cancelada,Insatisfação,1
A01710,C01710,P1,2022-11-21,2025-03-05,Cancelada,Concorrência,1
A01711,C01711,P2,2021-06-07,,Ativa,,0
A01712,C01712,P1,2021-07-31,,Ativa,,0
A01713,C01713,P2,2022-07-06,,Ativa,,0
A01714,C01714,P4,2020-07-26,2024-09-07,Cancelada,Insatisfação,1
A01715,C01715,P2,2020-09-24,2023-03-12,Cancelada,Preço,1
A01716,C01716,P2,2021-07-30,2023-05-17,Cancelada,Insatisfação,1
A01717,C01717,P2,2020-10-02,,Ativa,,0
A01718,C01718,P1,2021-11-19,2025-07-08,Cancelada,Mudança de necessidade,1
A01719,C01719,P2,2022-01-21,,Ativa,,0
A01720,C01720,P4,2022-07-15,,Ativa,,0
A01721,C01721,P2,2021-02-24,,Ativa,,0
A01722,C01722,P2,2022-04-01,,Ativa,,0
A01723,C01723,P1,2022-02-20,2024-12-17,Cancelada,Insatisfação,1
A01724,C01724,P3,2022-05-22,2024-03-23,Cancelada,Concorrência,1
A01725,C01725,P2,2022-08-04,2024-06-27,Cancelada,Atendimento,1
A01726,C01726,P2,2020-11-28,2025-07-07,Cancelada,Concorrência,1
A01727,C01727,P2,2022-07-28,,Ativa,,0
A01728,C01728,P3,2021-04-14,2024-12-12,Cancelada,Preço,1
A01729,C01729,P4,2021-04-02,,Ativa,,0
A01730,C01730,P1,2022-10-21,,Ativa,,0
A01731,C01731,P3,2022-05-07,2023-07-27,Cancelada,Preço,1
A01732,C01732,P2,2022-04-21,,Ativa,,0
A01733,C01733,P1,2022-06-30,,Ativa,,0
A01734,C01734,P4,2022-06-21,,Ativa,,0
A01735,C01735,P1,2020-07-20,2024-06-21,Cancelada,Insatisfação,1
A01736,C01736,P1,2021-01-14,2024-08-19,Cancelada,Preço,1
A01737,C01737,P2,2022-08-22,2023-07-06,Cancelada,Preço,1
A01738,C01738,P3,2021-05-27,,Ativa,,0
A01739,C01739,P3,2022-01-07,,Ativa,,0
A01740,C01740,P2,2020-07-28,,Ativa,,0
A01741,C01741,P1,2022-03-23,,Ativa,,0
A01742,C01742,P2,2021-08-26,,Ativa,,0
A01743,C01743,P2,2021-09-24,,Ativa,,0
A01744,C01744,P4,2021-04-12,,Ativa,,0
A01745,C01745,P4,2022-10-14,,Ativa,,0
A01746,C01746,P2,2021-08-26,2025-04-19,Cancelada,Concorrência,1
A01747,C01747,P4,2021-10-09,,Ativa,,0
A01748,C01748,P2,2022-02-10,,Ativa,,0
A01749,C01749,P3,2021-03-25,,Ativa,,0
A01750,C01750,P1,2020-11-22,,Ativa,,0
A01751,C01751,P1,2020-10-09,,Ativa,,0
A01752,C01752,P1,2020-07-19,2023-07-16,Cancelada,Insatisfação,1
A01753,C01753,P1,2021-08-24,,Ativa,,0
A01754,C01754,P3,2022-02-11,,Ativa,,0
A01755,C01755,P3,2021-08-12,,Ativa,,0
A01756,C01756,P3,2022-06-15,,Ativa,,0
A01757,C01757,P2,2020-07-23,,Ativa,,0
A01758,C01758,P1,2022-04-26,2025-01-31,Cancelada,Concorrência,1
A01759,C01759,P3,2021-10-23,,Ativa,,0
A01760,C01760,P1,2022-05-07,,Ativa,,0
A01761,C01761,P1,2022-02-03,2023-10-31,Cancelada,Insatisfação,1
A01762,C01762,P3,2021-05-17,,Ativa,,0
A01763,C01763,P1,2021-07-02,,Ativa,,0
A01764,C01764,P2,2021-11-17,2025-01-18,Cancelada,Insatisfação,1
A01765,C01765,P2,2021-11-21,,Ativa,,0
A01766,C01766,P2,2020-11-16,,Ativa,,0
A01767,C01767,P1,2020-11-13,,Ativa,,0
A01768,C01768,P1,2022-11-20,2023-12-03,Cancelada,Preço,1
A01769,C01769,P3,2021-09-21,,Ativa,,0
A01770,C01770,P1,2020-09-18,2025-07-07,Cancelada,Insatisfação,1
A01771,C01771,P2,2021-01-16,,Ativa,,0
A01772,C01772,P4,2021-02-24,,Ativa,,0
A01773,C01773,P1,2020-09-27,,Ativa,,0
A01774,C01774,P1,2022-10-11,,Ativa,,0
A01775,C01775,P1,2020-07-21,,Ativa,,0
A01776,C01776,P2,2021-09-29,,Ativa,,0
A01777,C01777,P2,2020-09-30,2025-05-20,Cancelada,Preço,1
A01778,C01778,P2,2022-01-21,2023-05-27,Cancelada,Insatisfação,1
A01779,C01779,P1,2021-10-13,2024-11-09,Cancelada,Preço,1
A01780,C01780,P1,2022-08-21,,Ativa,,0
A01781,C01781,P2,2020-09-11,,Ativa,,0
A01782,C01782,P1,2021-01-19,,Ativa,,0
A01783,C01783,P1,2022-09-09,,Ativa,,0
A01784,C01784,P3,2021-04-04,,Ativa,,0
A01785,C01785,P1,2021-08-16,,Ativa,,0
A01786,C01786,P2,2021-01-21,2024-11-22,Cancelada,Insatisfação,1
A01787,C01787,P1,2021-09-30,2025-01-27,Cancelada,Concorrência,1
A01788,C01788,P1,2022-08-04,,Ativa,,0
A01789,C01789,P1,2020-12-28,2024-09-21,Cancelada,Preço,1
A01790,C01790,P1,2020-11-16,,Ativa,,0
A01791,C01791,P2,2022-06-25,,Ativa,,0
A01792,C01792,P3,2021-08-15,2024-08-17,Cancelada,Concorrência,1
A01793,C01793,P3,2020-10-24,,Ativa,,0
A01794,C01794,P2,2022-10-20,,Ativa,,0
A01795,C01795,P4,2021-10-01,,Ativa,,0
A01796,C01796,P1,2022-05-10,,Ativa,,0
A01797,C01797,P1,2021-04-07,,Ativa,,0
A01798,C01798,P3,2022-10-18,,Ativa,,0
A01799,C01799,P3,2020-08-05,,Ativa,,0
A01800,C01800,P4,2022-01-29,2023-03-04,Cancelada,Insatisfação,1
A01801,C01801,P1,2022-04-12,2023-07-01,Cancelada,Concorrência,1
A01802,C01802,P1,2021-06-02,2023-03-03,Cancelada,Insatisfação,1
A01803,C01803,P2,2021-04-17,,Ativa,,0
A01804,C01804,P3,2022-06-04,2024-08-09,Cancelada,Insatisfação,1
A01805,C01805,P2,2022-11-11,,Ativa,,0
A01806,C01806,P1,2022-05-08,,Ativa,,0
A01807,C01807,P2,2021-02-16,,Ativa,,0
A01808,C01808,P1,2022-06-02,,Ativa,,0
A01809,C01809,P3,2021-06-27,,Ativa,,0
A01810,C01810,P1,2021-05-23,,Ativa,,0
A01811,C01811,P3,2022-09-29,,Ativa,,0
A01812,C01812,P2,2022-11-02,,Ativa,,0
A01813,C01813,P2,2022-04-29,2025-01-31,Cancelada,Concorrência,1
A01814,C01814,P3,2020-07-31,2024-07-11,Cancelada,Atendimento,1
A01815,C01815,P1,2022-10-26,,Ativa,,0
A01816,C01816,P2,2022-01-14,,Ativa,,0
A01817,C01817,P2,2021-04-04,,Ativa,,0
A01818,C01818,P1,2022-03-26,,Ativa,,0
A01819,C01819,P1,2021-01-21,,Ativa,,0
A01820,C01820,P3,2022-09-17,2024-03-11,Cancelada,Atendimento,1
A01821,C01821,P4,2022-05-27,,Ativa,,0
A01822,C01822,P1,2022-01-11,2023-04-11,Cancelada,Mudança de necessidade,1
A01823,C01823,P1,2022-01-18,,Ativa,,0
A01824,C01824,P2,2021-05-16,,Ativa,,0
A01825,C01825,P3,2021-01-28,,Ativa,,0
A01826,C01826,P4,2022-10-20,,Ativa,,0
A01827,C01827,P2,2020-09-10,2024-07-05,Cancelada,Concorrência,1
A01828,C01828,P2,2021-08-08,2024-12-25,Cancelada,Preço,1
A01829,C01829,P2,2022-02-26,,Ativa,,0
A01830,C01830,P1,2022-02-06,2025-03-12,Cancelada,Preço,1
A01831,C01831,P2,2022-03-22,2024-06-26,Cancelada,Concorrência,1
A01832,C01832,P2,2020-10-29,,Ativa,,0
A01833,C01833,P2,2020-12-04,,Ativa,,0
A01834,C01834,P2,2021-04-23,,Ativa,,0
A01835,C01835,P1,2022-07-08,,Ativa,,0
A01836,C01836,P1,2021-02-20,,Ativa,,0
A01837,C01837,P3,2021-07-19,,Ativa,,0
A01838,C01838,P2,2020-10-27,2023-04-30,Cancelada,Insatisfação,1
A01839,C01839,P1,2022-02-19,,Ativa,,0
A01840,C01840,P2,2021-08-29,,Ativa,,0
A01841,C01841,P2,2022-07-19,,Ativa,,0
A01842,C01842,P4,2022-03-03,,Ativa,,0
