id_uso,id_cliente,competencia,logins_mes,horas_uso,funcionalidades_usadas
U0178222,C01782,2024-11-01,12,27.3,12
U0178223,C01782,2024-12-01,12,27.8,11
U0178224,C01782,2025-01-01,17,24.6,9
U0178225,C01782,2025-02-01,13,16.2,12
U0178226,C01782,2025-03-01,16,20.7,10
U0178227,C01782,2025-04-01,17,16.1,14
U0178228,C01782,2025-05-01,16,24.1,14
U0178229,C01782,2025-06-01,15,20.9,8
U0178230,C01782,2025-07-01,15,22.5,14
U0178231,C01782,2025-08-01,13,25.8,6
U0178300,C01783,2023-01-01,18,37.2,19
U0178301,C01783,2023-02-01,27,36.9,19
U0178302,C01783,2023-03-01,33,43.8,19
U0178303,C01783,2023-04-01,19,37.5,17
U0178304,C01783,2023-05-01,21,44.7,16
U0178305,C01783,2023-06-01,24,36.7,21
U0178306,C01783,2023-07-01,27,45.6,21
U0178307,C01783,2023-08-01,20,34.4,22
U0178308,C01783,2023-09-01,27,48.8,20
U0178309,C01783,2023-10-01,26,47.9,19
U0178310,C01783,2023-11-01,21,49.7,14
U0178311,C01783,2023-12-01,15,32.9,23
U0178312,C01783,2024-01-01,23,47.7,17
U0178313,C01783,2024-02-01,30,45.3,18
U0178314,C01783,2024-03-01,25,45.8,19
U0178315,C01783,2024-04-01,26,49.8,18
U0178316,C01783,2024-05-01,33,38.8,18
U0178317,C01783,2024-06-01,22,37.0,21
U0178318,C01783,2024-07-01,17,45.8,16
U0178319,C01783,2024-08-01,22,39.4,26
U0178320,C01783,2024-09-01,28,31.7,21
U0178321,C01783,2024-10-01,24,45.8,16
U0178322,C01783,2024-11-01,23,28.7,19
U0178323,C01783,2024-12-01,25,45.6,24
U0178324,C01783,2025-01-01,22,43.1,16
U0178325,C01783,2025-02-01,26,31.6,21
U0178326,C01783,2025-03-01,27,46.4,15
U0178327,C01783,2025-04-01,24,39.1,17
U0178328,C01783,2025-05-01,25,48.8,16
U0178329,C01783,2025-06-01,30,51.1,18
U0178330,C01783,2025-07-01,27,36.4,19
U0178331,C01783,2025-08-01,27,43.2,22
U0178400,C01784,2023-01-01,28,35.9,18
U0178401,C01784,2023-02-01,20,32.6,15
U0178402,C01784,2023-03-01,23,34.8,16
U0178403,C01784,2023-04-01,22,44.4,18
U0178404,C01784,2023-05-01,17,35.6,17
U0178405,C01784,2023-06-01,19,33.0,16
U0178406,C01784,2023-07-01,17,43.3,14
U0178407,C01784,2023-08-01,20,25.9,13
U0178408,C01784,2023-09-01,23,33.6,18
U0178409,C01784,2023-10-01,21,34.6,16
U0178410,C01784,2023-11-01,17,27.5,18
U0178411,C01784,2023-12-01,28,26.4,20
U0178412,C01784,2024-01-01,21,36.1,16
U0178413,C01784,2024-02-01,24,37.0,12
U0178414,C01784,2024-03-01,24,26.9,15
U0178415,C01784,2024-04-01,25,28.2,16
U0178416,C01784,2024-05-01,19,34.2,17
U0178417,C01784,2024-06-01,24,35.0,17
U0178418,C01784,2024-07-01,21,31.3,15
U0178419,C01784,2024-08-01,12,43.5,20
U0178420,C01784,2024-09-01,19,37.0,16
U0178421,C01784,2024-10-01,25,29.1,15
U0178422,C01784,2024-11-01,20,40.2,19
U0178423,C01784,2024-12-01,19,27.2,16
U0178424,C01784,2025-01-01,14,29.9,20
U0178425,C01784,2025-02-01,21,35.7,18
U0178426,C01784,2025-03-01,25,24.5,19
U0178427,C01784,2025-04-01,24,44.1,15
U0178428,C01784,2025-05-01,21,36.0,14
U0178429,C01784,2025-06-01,23,27.6,16
U0178430,C01784,2025-07-01,25,39.8,15
U0178431,C01784,2025-08-01,26,38.9,18
U0178500,C01785,2023-01-01,17,20.4,14
U0178501,C01785,2023-02-01,16,17.2,12
U0178502,C01785,2023-03-01,25,31.5,12
U0178503,C01785,2023-04-01,17,31.1,13
U0178504,C01785,2023-05-01,16,29.8,10
U0178505,C01785,2023-06-01,18,19.5,9
U0178506,C01785,2023-07-01,21,18.9,11
U0178507,C01785,2023-08-01,13,27.7,13
U0178508,C01785,2023-09-01,19,31.5,15
U0178509,C01785,2023-10-01,12,18.3,8
U0178510,C01785,2023-11-01,15,25.2,13
U0178511,C01785,2023-12-01,17,21.8,11
U0178512,C01785,2024-01-01,10,19.7,11
U0178513,C01785,2024-02-01,14,31.6,13
U0178514,C01785,2024-03-01,8,18.6,12
U0178515,C01785,2024-04-01,18,31.4,12
U0178516,C01785,2024-05-01,11,27.7,12
U0178517,C01785,2024-06-01,13,23.8,9
U0178518,C01785,2024-07-01,15,18.3,14
U0178519,C01785,2024-08-01,16,24.6,10
U0178520,C01785,2024-09-01,16,18.4,10
U0178521,C01785,2024-10-01,17,19.8,10
U0178522,C01785,2024-11-01,18,22.8,12
U0178523,C01785,2024-12-01,10,21.7,12
U0178524,C01785,2025-01-01,11,25.7,14
U0178525,C01785,2025-02-01,13,21.0,13
U0178526,C01785,2025-03-01,11,17.6,15
U0178527,C01785,2025-04-01,20,22.8,11
U0178528,C01785,2025-05-01,15,30.7,12
U0178529,C01785,2025-06-01,13,18.1,13
U0178530,C01785,2025-07-01,25,17.6,18
U0178531,C01785,2025-08-01,21,28.5,11
U0178600,C01786,2023-01-01,16,20.6,13
U0178601,C01786,2023-02-01,15,31.8,10
U0178602,C01786,2023-03-01,23,20.4,14
U0178603,C01786,2023-04-01,19,27.9,13
U0178604,C01786,2023-05-01,18,22.5,13
U0178605,C01786,2023-06-01,22,20.0,15
U0178606,C01786,2023-07-01,13,19.6,13
U0178607,C01786,2023-08-01,16,22.7,14
U0178608,C01786,2023-09-01,13,23.0,11
U0178609,C01786,2023-10-01,7,33.8,17
U0178610,C01786,2023-11-01,17,32.6,16
U0178611,C01786,2023-12-01,16,22.3,13
U0178612,C01786,2024-01-01,13,28.8,10
U0178613,C01786,2024-02-01,21,19.4,11
U0178614,C01786,2024-03-01,17,26.6,12
U0178615,C01786,2024-04-01,14,31.9,14
U0178616,C01786,2024-05-01,10,32.7,15
U0178617,C01786,2024-06-01,16,34.4,15
U0178618,C01786,2024-07-01,15,26.9,14
U0178619,C01786,2024-08-01,19,33.9,14
U0178620,C01786,2024-09-01,6,12.2,5
U0178621,C01786,2024-10-01,10,6.0,3
U0178622,C01786,2024-11-01,0,2.7,4
U0178700,C01787,2023-01-01,11,18.2,9
U0178701,C01787,2023-02-01,12,14.9,6
U0178702,C01787,2023-03-01,5,19.3,10
U0178703,C01787,2023-04-01,2,15.3,6
U0178704,C01787,2023-05-01,12,24.2,10
U0178705,C01787,2023-06-01,10,15.0,7
U0178706,C01787,2023-07-01,8,18.0,7
U0178707,C01787,2023-08-01,14,15.8,12
U0178708,C01787,2023-09-01,17,17.8,9
U0178709,C01787,2023-10-01,17,22.2,5
U0178710,C01787,2023-11-01,10,23.4,10
U0178711,C01787,2023-12-01,14,20.9,12
U0178712,C01787,2024-01-01,11,24.1,10
U0178713,C01787,2024-02-01,11,20.0,6
U0178714,C01787,2024-03-01,21,18.0,5
U0178715,C01787,2024-04-01,13,18.8,11
U0178716,C01787,2024-05-01,11,21.7,10
U0178717,C01787,2024-06-01,12,20.0,10
U0178718,C01787,2024-07-01,16,17.3,10
U0178719,C01787,2024-08-01,8,22.6,9
U0178720,C01787,2024-09-01,16,14.2,9
U0178721,C01787,2024-10-01,15,13.1,9
U0178722,C01787,2024-11-01,2,7.4,4
U0178723,C01787,2024-12-01,4,5.0,1
U0178724,C01787,2025-01-01,0,2.2,2
U0178800,C01788,2023-01-01,16,19.8,13
U0178801,C01788,2023-02-01,22,26.9,12
U0178802,C01788,2023-03-01,12,18.8,9
U0178803,C01788,2023-04-01,12,24.8,10
U0178804,C01788,2023-05-01,17,23.5,14
U0178805,C01788,2023-06-01,21,20.7,11
U0178806,C01788,2023-07-01,17,29.7,13
U0178807,C01788,2023-08-01,13,26.0,11
U0178808,C01788,2023-09-01,19,21.3,13
U0178809,C01788,2023-10-01,17,27.7,11
U0178810,C01788,2023-11-01,14,26.1,15
U0178811,C01788,2023-12-01,16,20.2,11
U0178812,C01788,2024-01-01,13,20.8,11
U0178813,C01788,2024-02-01,6,22.5,10
U0178814,C01788,2024-03-01,8,27.1,12
U0178815,C01788,2024-04-01,10,26.3,12
U0178816,C01788,2024-05-01,12,18.6,13
U0178817,C01788,2024-06-01,15,25.2,9
U0178818,C01788,2024-07-01,17,24.6,12
U0178819,C01788,2024-08-01,14,22.6,9
U0178820,C01788,2024-09-01,12,26.5,15
U0178821,C01788,2024-10-01,16,26.4,8
U0178822,C01788,2024-11-01,12,30.1,12
U0178823,C01788,2024-12-01,11,21.3,9
U0178824,C01788,2025-01-01,8,21.6,12
U0178825,C01788,2025-02-01,14,17.7,13
U0178826,C01788,2025-03-01,10,19.7,10
U0178827,C01788,2025-04-01,13,26.6,11
U0178828,C01788,2025-05-01,12,19.5,11
U0178829,C01788,2025-06-01,13,17.2,14
U0178830,C01788,2025-07-01,17,28.7,13
U0178831,C01788,2025-08-01,14,21.7,12
U0178900,C01789,2023-01-01,13,22.9,13
U0178901,C01789,2023-02-01,15,39.0,17
U0178902,C01789,2023-03-01,21,23.4,13
U0178903,C01789,2023-04-01,21,29.0,14
U0178904,C01789,2023-05-01,19,22.3,14
U0178905,C01789,2023-06-01,29,33.1,13
U0178906,C01789,2023-07-01,14,29.4,15
U0178907,C01789,2023-08-01,17,31.5,15
U0178908,C01789,2023-09-01,17,29.0,13
U0178909,C01789,2023-10-01,15,26.4,15
U0178910,C01789,2023-11-01,10,34.4,15
U0178911,C01789,2023-12-01,18,27.7,13
U0178912,C01789,2024-01-01,15,33.8,16
U0178913,C01789,2024-02-01,13,35.3,16
U0178914,C01789,2024-03-01,19,26.6,13
U0178915,C01789,2024-04-01,26,27.6,19
U0178916,C01789,2024-05-01,13,29.4,15
U0178917,C01789,2024-06-01,22,24.6,19
U0178918,C01789,2024-07-01,11,13.4,6
U0178919,C01789,2024-08-01,3,9.2,0
U0178920,C01789,2024-09-01,0,4.4,6
U0179000,C01790,2023-01-01,30,38.8,17
U0179001,C01790,2023-02-01,24,31.1,19
U0179002,C01790,2023-03-01,32,38.2,16
U0179003,C01790,2023-04-01,23,39.5,24
U0179004,C01790,2023-05-01,23,42.6,22
U0179005,C01790,2023-06-01,27,29.9,20
U0179006,C01790,2023-07-01,25,30.0,17
U0179007,C01790,2023-08-01,31,46.1,18
U0179008,C01790,2023-09-01,18,51.6,19
U0179009,C01790,2023-10-01,24,49.4,20
U0179010,C01790,2023-11-01,13,46.7,20
U0179011,C01790,2023-12-01,18,50.3,21
U0179012,C01790,2024-01-01,25,36.4,21
U0179013,C01790,2024-02-01,27,28.5,21
U0179014,C01790,2024-03-01,24,37.1,21
U0179015,C01790,2024-04-01,28,52.0,23
U0179016,C01790,2024-05-01,29,43.7,20
U0179017,C01790,2024-06-01,26,42.8,19
U0179018,C01790,2024-07-01,23,51.7,18
U0179019,C01790,2024-08-01,28,50.6,19
U0179020,C01790,2024-09-01,26,36.4,16
U0179021,C01790,2024-10-01,28,46.5,19
U0179022,C01790,2024-11-01,21,37.6,19
U0179023,C01790,2024-12-01,30,34.5,21
U0179024,C01790,2025-01-01,17,45.9,17
U0179025,C01790,2025-02-01,33,42.1,20
U0179026,C01790,2025-03-01,27,33.0,20
U0179027,C01790,2025-04-01,25,45.8,19
U0179028,C01790,2025-05-01,25,31.4,19
U0179029,C01790,2025-06-01,31,31.1,24
U0179030,C01790,2025-07-01,24,49.6,17
U0179031,C01790,2025-08-01,28,45.7,20
U0179100,C01791,2023-01-01,25,46.2,19
U0179101,C01791,2023-02-01,13,37.0,13
U0179102,C01791,2023-03-01,30,31.0,19
U0179103,C01791,2023-04-01,23,33.6,18
U0179104,C01791,2023-05-01,19,36.1,15
U0179105,C01791,2023-06-01,21,28.7,21
U0179106,C01791,2023-07-01,21,43.4,17
U0179107,C01791,2023-08-01,25,28.1,16
U0179108,C01791,2023-09-01,20,36.9,21
U0179109,C01791,2023-10-01,19,44.9,20
U0179110,C01791,2023-11-01,17,27.6,17
U0179111,C01791,2023-12-01,26,36.9,18
U0179112,C01791,2024-01-01,24,42.4,20
U0179113,C01791,2024-02-01,25,45.4,19
U0179114,C01791,2024-03-01,16,27.3,18
U0179115,C01791,2024-04-01,23,39.6,15
U0179116,C01791,2024-05-01,24,30.9,17
U0179117,C01791,2024-06-01,18,43.7,24
U0179118,C01791,2024-07-01,21,44.1,18
U0179119,C01791,2024-08-01,24,42.0,17
U0179120,C01791,2024-09-01,31,36.2,20
U0179121,C01791,2024-10-01,27,43.3,15
U0179122,C01791,2024-11-01,23,29.6,18
U0179123,C01791,2024-12-01,27,35.7,17
U0179124,C01791,2025-01-01,23,26.7,19
U0179125,C01791,2025-02-01,21,27.6,23
U0179126,C01791,2025-03-01,15,30.0,20
U0179127,C01791,2025-04-01,21,30.2,17
U0179128,C01791,2025-05-01,17,43.4,16
U0179129,C01791,2025-06-01,32,38.1,18
U0179130,C01791,2025-07-01,24,40.6,17
U0179131,C01791,2025-08-01,24,37.8,19
U0179200,C01792,2023-01-01,18,34.6,15
U0179201,C01792,2023-02-01,22,34.1,15
U0179202,C01792,2023-03-01,19,37.0,13
U0179203,C01792,2023-04-01,10,34.7,16
U0179204,C01792,2023-05-01,18,28.7,16
U0179205,C01792,2023-06-01,20,22.1,13
U0179206,C01792,2023-07-01,15,26.4,16
U0179207,C01792,2023-08-01,19,28.1,13
U0179208,C01792,2023-09-01,17,31.5,13
U0179209,C01792,2023-10-01,19,23.8,11
U0179210,C01792,2023-11-01,18,32.6,15
U0179211,C01792,2023-12-01,18,30.6,11
U0179212,C01792,2024-01-01,19,30.8,17
U0179213,C01792,2024-02-01,15,23.9,13
U0179214,C01792,2024-03-01,12,26.2,15
U0179215,C01792,2024-04-01,15,29.0,12
U0179216,C01792,2024-05-01,14,28.2,11
U0179217,C01792,2024-06-01,11,8.6,1
U0179218,C01792,2024-07-01,4,8.0,0
U0179219,C01792,2024-08-01,4,3.4,6
U0179300,C01793,2023-01-01,11,19.6,12
U0179301,C01793,2023-02-01,10,21.7,11
U0179302,C01793,2023-03-01,12,30.2,13
U0179303,C01793,2023-04-01,20,27.6,11
U0179304,C01793,2023-05-01,11,24.7,12
U0179305,C01793,2023-06-01,18,31.5,9
U0179306,C01793,2023-07-01,13,19.1,15
U0179307,C01793,2023-08-01,12,17.9,11
U0179308,C01793,2023-09-01,17,32.1,13
U0179309,C01793,2023-10-01,18,21.5,10
U0179310,C01793,2023-11-01,15,22.4,13
U0179311,C01793,2023-12-01,20,31.6,12
U0179312,C01793,2024-01-01,20,30.9,12
U0179313,C01793,2024-02-01,24,18.5,14
U0179314,C01793,2024-03-01,17,26.8,14
U0179315,C01793,2024-04-01,14,26.0,11
U0179316,C01793,2024-05-01,18,18.8,13
U0179317,C01793,2024-06-01,16,21.7,9
U0179318,C01793,2024-07-01,15,27.6,13
U0179319,C01793,2024-08-01,20,25.3,16
U0179320,C01793,2024-09-01,14,27.9,13
U0179321,C01793,2024-10-01,13,19.0,10
U0179322,C01793,2024-11-01,20,20.2,10
U0179323,C01793,2024-12-01,18,29.0,8
U0179324,C01793,2025-01-01,13,24.9,10
U0179325,C01793,2025-02-01,16,20.7,8
U0179326,C01793,2025-03-01,11,24.5,10
U0179327,C01793,2025-04-01,17,27.3,12
U0179328,C01793,2025-05-01,10,23.9,10
U0179329,C01793,2025-06-01,16,32.1,13
U0179330,C01793,2025-07-01,9,21.8,13
U0179331,C01793,2025-08-01,11,20.2,13
U0179400,C01794,2023-01-01,16,35.0,21
U0179401,C01794,2023-02-01,30,37.2,17
U0179402,C01794,2023-03-01,28,30.5,21
U0179403,C01794,2023-04-01,28,47.5,19
U0179404,C01794,2023-05-01,24,39.8,21
U0179405,C01794,2023-06-01,25,39.3,17
U0179406,C01794,2023-07-01,25,48.4,19
U0179407,C01794,2023-08-01,26,28.1,18
U0179408,C01794,2023-09-01,39,47.8,21
U0179409,C01794,2023-10-01,27,47.3,19
U0179410,C01794,2023-11-01,28,32.1,17
U0179411,C01794,2023-12-01,21,50.9,18
U0179412,C01794,2024-01-01,26,43.7,19
U0179413,C01794,2024-02-01,23,51.1,21
U0179414,C01794,2024-03-01,32,28.4,17
U0179415,C01794,2024-04-01,20,38.0,21
U0179416,C01794,2024-05-01,30,51.7,17
U0179417,C01794,2024-06-01,27,28.4,22
U0179418,C01794,2024-07-01,24,29.2,21
U0179419,C01794,2024-08-01,25,38.0,21
U0179420,C01794,2024-09-01,29,28.5,21
U0179421,C01794,2024-10-01,24,44.3,20
U0179422,C01794,2024-11-01,29,34.7,21
U0179423,C01794,2024-12-01,29,43.7,21
U0179424,C01794,2025-01-01,25,43.2,22
U0179425,C01794,2025-02-01,20,41.4,17
U0179426,C01794,2025-03-01,21,33.3,19
U0179427,C01794,2025-04-01,23,30.9,22
U0179428,C01794,2025-05-01,21,43.1,21
U0179429,C01794,2025-06-01,23,44.9,22
U0179430,C01794,2025-07-01,22,39.9,22
U0179431,C01794,2025-08-01,29,35.5,19
U0179500,C01795,2023-01-01,29,51.8,21
U0179501,C01795,2023-02-01,23,51.7,20
U0179502,C01795,2023-03-01,21,48.8,18
U0179503,C01795,2023-04-01,22,30.4,18
U0179504,C01795,2023-05-01,20,40.8,17
U0179505,C01795,2023-06-01,22,47.1,20
U0179506,C01795,2023-07-01,20,39.6,20
U0179507,C01795,2023-08-01,30,51.5,17
U0179508,C01795,2023-09-01,25,50.7,20
U0179509,C01795,2023-10-01,26,47.6,21
U0179510,C01795,2023-11-01,25,41.2,17
U0179511,C01795,2023-12-01,28,30.2,26
U0179512,C01795,2024-01-01,19,50.5,18
U0179513,C01795,2024-02-01,31,35.3,22
U0179514,C01795,2024-03-01,28,46.8,20
U0179515,C01795,2024-04-01,26,39.0,21
U0179516,C01795,2024-05-01,22,37.9,20
U0179517,C01795,2024-06-01,25,49.5,18
U0179518,C01795,2024-07-01,21,46.4,24
U0179519,C01795,2024-08-01,20,48.9,20
U0179520,C01795,2024-09-01,20,35.3,20
U0179521,C01795,2024-10-01,16,46.7,17
U0179522,C01795,2024-11-01,23,28.4,19
U0179523,C01795,2024-12-01,23,42.2,19
U0179524,C01795,2025-01-01,30,40.2,20
U0179525,C01795,2025-02-01,23,51.6,20
U0179526,C01795,2025-03-01,25,33.8,20
U0179527,C01795,2025-04-01,24,29.6,20
U0179528,C01795,2025-05-01,22,51.0,22
U0179529,C01795,2025-06-01,30,38.7,18
U0179530,C01795,2025-07-01,24,31.0,18
U0179531,C01795,2025-08-01,22,29.7,22
U0179600,C01796,2023-01-01,22,33.4,16
U0179601,C01796,2023-02-01,31,34.0,15
U0179602,C01796,2023-03-01,20,34.8,18
U0179603,C01796,2023-04-01,15,39.9,16
U0179604,C01796,2023-05-01,21,27.1,19
U0179605,C01796,2023-06-01,26,30.2,14
U0179606,C01796,2023-07-01,15,42.7,14
U0179607,C01796,2023-08-01,18,42.3,19
U0179608,C01796,2023-09-01,23,28.9,16
U0179609,C01796,2023-10-01,17,40.3,18
U0179610,C01796,2023-11-01,22,27.9,19
U0179611,C01796,2023-12-01,21,26.8,19
U0179612,C01796,2024-01-01,19,34.4,20
U0179613,C01796,2024-02-01,21,41.4,18
U0179614,C01796,2024-03-01,19,28.7,19
U0179615,C01796,2024-04-01,30,29.6,16
U0179616,C01796,2024-05-01,23,28.8,15
U0179617,C01796,2024-06-01,19,27.1,16
U0179618,C01796,2024-07-01,13,40.5,16
U0179619,C01796,2024-08-01,17,43.8,12
U0179620,C01796,2024-09-01,19,42.8,16
U0179621,C01796,2024-10-01,22,25.3,15
U0179622,C01796,2024-11-01,22,44.7,19
U0179623,C01796,2024-12-01,19,33.8,17
U0179624,C01796,2025-01-01,21,33.8,18
U0179625,C01796,2025-02-01,20,34.1,15
U0179626,C01796,2025-03-01,28,32.3,17
U0179627,C01796,2025-04-01,22,25.7,13
U0179628,C01796,2025-05-01,23,36.7,15
U0179629,C01796,2025-06-01,18,36.8,18
U0179630,C01796,2025-07-01,27,39.6,20
U0179631,C01796,2025-08-01,15,42.6,20
U0179700,C01797,2023-01-01,15,24.0,12
U0179701,C01797,2023-02-01,7,19.9,9
U0179702,C01797,2023-03-01,19,18.3,14
U0179703,C01797,2023-04-01,9,19.3,9
U0179704,C01797,2023-05-01,10,24.2,11
U0179705,C01797,2023-06-01,14,19.1,10
U0179706,C01797,2023-07-01,10,26.2,11
U0179707,C01797,2023-08-01,15,20.7,9
U0179708,C01797,2023-09-01,17,25.6,9
U0179709,C01797,2023-10-01,21,27.5,9
U0179710,C01797,2023-11-01,13,26.6,14
U0179711,C01797,2023-12-01,14,26.0,11
U0179712,C01797,2024-01-01,14,22.0,10
U0179713,C01797,2024-02-01,12,15.8,9
U0179714,C01797,2024-03-01,19,24.9,10
U0179715,C01797,2024-04-01,12,16.8,10
U0179716,C01797,2024-05-01,17,15.8,10
U0179717,C01797,2024-06-01,15,16.2,14
U0179718,C01797,2024-07-01,14,24.0,15
U0179719,C01797,2024-08-01,12,27.5,13
U0179720,C01797,2024-09-01,21,24.3,7
U0179721,C01797,2024-10-01,4,26.0,13
U0179722,C01797,2024-11-01,16,17.5,12
U0179723,C01797,2024-12-01,12,21.1,8
U0179724,C01797,2025-01-01,17,25.9,7
U0179725,C01797,2025-02-01,18,15.7,11
U0179726,C01797,2025-03-01,17,25.3,9
U0179727,C01797,2025-04-01,14,15.7,10
U0179728,C01797,2025-05-01,10,26.2,7
U0179729,C01797,2025-06-01,16,28.4,9
U0179730,C01797,2025-07-01,15,22.8,10
U0179731,C01797,2025-08-01,17,25.0,13
U0179800,C01798,2023-01-01,24,41.8,19
U0179801,C01798,2023-02-01,25,49.5,20
U0179802,C01798,2023-03-01,24,32.0,21
U0179803,C01798,2023-04-01,22,42.8,19
U0179804,C01798,2023-05-01,30,51.1,19
U0179805,C01798,2023-06-01,25,33.8,20
U0179806,C01798,2023-07-01,19,50.1,18
U0179807,C01798,2023-08-01,28,36.0,20
U0179808,C01798,2023-09-01,19,46.7,18
U0179809,C01798,2023-10-01,34,43.1,22
U0179810,C01798,2023-11-01,28,37.1,19
U0179811,C01798,2023-12-01,23,34.6,18
U0179812,C01798,2024-01-01,16,32.2,19
U0179813,C01798,2024-02-01,31,34.6,21
U0179814,C01798,2024-03-01,24,39.6,21
U0179815,C01798,2024-04-01,20,32.2,21
U0179816,C01798,2024-05-01,20,28.4,19
U0179817,C01798,2024-06-01,24,44.0,19
U0179818,C01798,2024-07-01,21,50.0,23
U0179819,C01798,2024-08-01,23,31.5,24
U0179820,C01798,2024-09-01,21,30.1,22
U0179821,C01798,2024-10-01,25,48.5,19
U0179822,C01798,2024-11-01,26,46.4,17
U0179823,C01798,2024-12-01,26,38.2,22
U0179824,C01798,2025-01-01,27,48.9,21
U0179825,C01798,2025-02-01,28,51.5,19
U0179826,C01798,2025-03-01,27,28.9,23
U0179827,C01798,2025-04-01,24,36.9,20
U0179828,C01798,2025-05-01,19,42.7,21
U0179829,C01798,2025-06-01,26,46.0,24
U0179830,C01798,2025-07-01,27,34.7,19
U0179831,C01798,2025-08-01,28,40.8,19
U0179900,C01799,2023-01-01,23,41.2,17
U0179901,C01799,2023-02-01,23,34.8,17
U0179902,C01799,2023-03-01,9,31.3,18
U0179903,C01799,2023-04-01,23,32.7,17
U0179904,C01799,2023-05-01,21,48.6,19
U0179905,C01799,2023-06-01,22,49.1,18
U0179906,C01799,2023-07-01,25,38.9,19
U0179907,C01799,2023-08-01,27,34.4,20
U0179908,C01799,2023-09-01,12,41.1,16
U0179909,C01799,2023-10-01,22,39.4,23
U0179910,C01799,2023-11-01,21,30.1,19
U0179911,C01799,2023-12-01,23,29.1,17
U0179912,C01799,2024-01-01,26,30.2,19
U0179913,C01799,2024-02-01,22,45.0,18
U0179914,C01799,2024-03-01,24,42.9,16
U0179915,C01799,2024-04-01,22,30.0,21
U0179916,C01799,2024-05-01,19,30.3,20
U0179917,C01799,2024-06-01,27,30.8,23
U0179918,C01799,2024-07-01,29,33.5,17
U0179919,C01799,2024-08-01,25,34.1,18
U0179920,C01799,2024-09-01,25,45.9,19
U0179921,C01799,2024-10-01,26,33.8,19
U0179922,C01799,2024-11-01,25,27.0,14
U0179923,C01799,2024-12-01,24,28.2,19
U0179924,C01799,2025-01-01,26,35.1,20
U0179925,C01799,2025-02-01,30,27.7,17
U0179926,C01799,2025-03-01,22,40.1,16
U0179927,C01799,2025-04-01,25,28.2,17
U0179928,C01799,2025-05-01,19,39.6,18
U0179929,C01799,2025-06-01,25,38.8,25
U0179930,C01799,2025-07-01,19,43.4,17
U0179931,C01799,2025-08-01,26,48.2,20
U0180000,C01800,2023-01-01,12,13.9,8
U0180001,C01800,2023-02-01,8,7.5,7
U0180002,C01800,2023-03-01,0,5.6,0
U0180100,C01801,2023-01-01,19,37.4,16
U0180101,C01801,2023-02-01,23,42.4,14
U0180102,C01801,2023-03-01,21,38.3,16
U0180103,C01801,2023-04-01,23,28.7,16
U0180104,C01801,2023-05-01,7,11.3,2
U0180105,C01801,2023-06-01,3,8.6,4
U0180106,C01801,2023-07-01,9,5.5,3
U0180200,C01802,2023-01-01,9,7.1,2
U0180201,C01802,2023-02-01,8,3.7,2
U0180202,C01802,2023-03-01,12,1.8,1
U0180300,C01803,2023-01-01,18,45.5,18
U0180301,C01803,2023-02-01,21,46.4,20
U0180302,C01803,2023-03-01,18,39.9,17
U0180303,C01803,2023-04-01,22,38.4,16
U0180304,C01803,2023-05-01,31,43.9,15
U0180305,C01803,2023-06-01,21,44.0,20
U0180306,C01803,2023-07-01,21,27.6,21
U0180307,C01803,2023-08-01,26,28.0,15
U0180308,C01803,2023-09-01,26,38.4,19
U0180309,C01803,2023-10-01,20,38.7,20
U0180310,C01803,2023-11-01,20,40.1,18
U0180311,C01803,2023-12-01,24,28.3,18
U0180312,C01803,2024-01-01,17,28.9,19
U0180313,C01803,2024-02-01,18,46.0,21
U0180314,C01803,2024-03-01,29,31.6,17
U0180315,C01803,2024-04-01,19,34.9,16
U0180316,C01803,2024-05-01,22,37.6,15
U0180317,C01803,2024-06-01,12,41.2,17
U0180318,C01803,2024-07-01,29,46.0,18
U0180319,C01803,2024-08-01,17,42.8,19
U0180320,C01803,2024-09-01,22,30.0,14
U0180321,C01803,2024-10-01,19,46.9,18
U0180322,C01803,2024-11-01,29,30.4,23
U0180323,C01803,2024-12-01,24,45.5,17
U0180324,C01803,2025-01-01,18,38.6,19
U0180325,C01803,2025-02-01,21,43.4,21
U0180326,C01803,2025-03-01,23,40.1,15
U0180327,C01803,2025-04-01,24,38.5,20
U0180328,C01803,2025-05-01,25,40.3,18
U0180329,C01803,2025-06-01,24,41.3,18
U0180330,C01803,2025-07-01,27,43.1,18
U0180331,C01803,2025-08-01,19,31.8,17
U0180400,C01804,2023-01-01,17,30.1,12
U0180401,C01804,2023-02-01,17,23.6,11
U0180402,C01804,2023-03-01,19,27.0,11
U0180403,C01804,2023-04-01,5,20.8,11
U0180404,C01804,2023-05-01,24,28.1,12
U0180405,C01804,2023-06-01,19,21.3,14
U0180406,C01804,2023-07-01,17,29.6,16
U0180407,C01804,2023-08-01,19,20.6,15
U0180408,C01804,2023-09-01,23,29.0,16
U0180409,C01804,2023-10-01,18,34.2,12
U0180410,C01804,2023-11-01,18,27.6,14
U0180411,C01804,2023-12-01,5,24.7,13
U0180412,C01804,2024-01-01,5,28.0,11
U0180413,C01804,2024-02-01,20,19.8,14
U0180414,C01804,2024-03-01,15,25.2,10
U0180415,C01804,2024-04-01,15,30.1,12
U0180416,C01804,2024-05-01,17,28.8,12
U0180417,C01804,2024-06-01,7,13.6,5
U0180418,C01804,2024-07-01,0,6.1,1
U0180419,C01804,2024-08-01,3,4.3,2
U0180500,C01805,2023-01-01,30,25.8,17
